nameOfCamp,ID, amountReached , goalOfCamp ,goalPercentage,funded,exceeded,category,dateCreated,monthCreated,dateCreatedFormatted,dateScraped,daysSinceStarted,peopleDonated,WRONGnumberOfDays,locationCity,locationState,socialMediaShares,numberOfFBComments,numberOfUpdates,WRONGNumberOfFbComments,WRONGNumberOfUpdates
3rd Death in 3 months!,2341,"1,170",3000,0.39,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,15,6,CUMMING,GA,88000,0,1,,1
HHS Remembers Brian Witzgall,2342,"5,250",5000,1.05,1,0,Memorials," September 10, 2016",9,9/10/16,9/25/16,15,114,14,HARWICH,MA,218000,0,1,,1
Eliseo's Funeral Fund,2343,"2,850",10000,0.285,0,0,Memorials," August 7, 2016",8,8/7/16,9/25/16,49,48,1,SOUTHBRIDGE,MA,761000,0,8,,8
Ginger's Mom,2344,"2,220",5000,0.444,0,0,Memorials," September 12, 2016",9,9/12/16,9/25/16,13,31,13,MADISON,CT,38000,0,0,,
Family Assistance for Jacob Moore,2345,"4,480",10000,0.448,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,37,5,THIBODAUX,LA,197000,0,0,,
Troy-C Nero's FUNDRAISER,2346,"2,418",15000,0.161,0,0,Memorials," August 13, 2016",8,8/13/16,9/25/16,43,61,1,BROOKLYN,NY,610000,5,2,5,2
Troy Richardson Funeral Fund,2347,925,6000,0.154,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,11,1,CLARKSVILLE,TN,100000,0,0,,
The Jesus Project ,2348,546,6000,0.091,0,0,Memorials," September 4, 2016",9,9/4/16,9/25/16,21,11,21,OXNARD,CA,296000,0,0,,
Saleem Morani Memorial Tribute Fund,2349,"21,962",25000,0.878,0,0,Memorials," August 15, 2016",8,8/15/16,9/25/16,41,201,1,DALLAS,TX,658000,0,1,,1
Saleem Morani Memorial Tribute Fund,2350,"21,962",25000,0.878,0,0,Memorials," August 15, 2016",8,8/15/16,9/25/16,41,201,1,DALLAS,TX,658000,0,1,,1
My Son's Unexpected Goodbye,2351,"2,180",5000,0.436,0,0,Memorials," May 24, 2016",5,5/24/16,9/25/16,124,36,4,RICHMOND,KY,712000,3,7,3,7
"James ""Ja Sol"" Gayles Memorial Fund",2352,"1,104",45000,0.025,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,31,5,SEBASTOPOL,CA,276000,1,0,1,
N'kelle Arthur-Liles next chapter,2353,"2,530",10000,0.253,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,30,6,WINDSOR MILL,MD,122000,0,1,,1
Sweet Smith Family ,2354,"4,745",15000,0.316,0,0,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,62,7,WESTBROOK,ME,270000,0,2,,2
Memorial bench for Ryan Redmond,2355,"2,500",2350,1.064,1,0,Memorials," September 4, 2016",9,9/4/16,9/25/16,21,53,21,GOUVERNEUR,NY,631000,0,2,,2
Funeral costs for Wanda Marlowe,2356,395,1900,0.208,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,11,1,CONWAY,SC,77000,0,1,,1
Help us lay her to rest.,2357,"1,536",5000,0.307,0,0,Memorials," September 7, 2016",9,9/7/16,9/25/16,18,31,18,LAS VEGAS,NM,506000,0,0,,
The stick man's funeral expenses,2358,765,1000,0.765,0,0,Memorials," June 18, 2016",6,6/18/16,9/25/16,99,26,3,CHATTANOOGA,TN,684000,0,4,,4
KARPITSKY'S BABY FUNERAL EXPENSES,2359,"7,480",8000,0.935,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,88,9,CHARLOTTE,NC,471000,3,2,3,2
Funeral expenses,2360,535,5000,0.107,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,13,6,TERRE HAUTE,IN,537000,2,1,2,1
Drew's Memorial Fund,2361,750,7000,0.107,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,13,5,PENSACOLA,FL,534000,1,1,1,1
Jason Tolman Ceremony ,2362,"2,735",3000,0.912,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,37,5,PARK FOREST,IL,403000,5,0,5,
Funeral Expenses for Casey Lee,2363,"5,700",25000,0.228,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,45,7,SAINT PAUL,MN,439000,4,1,4,1
Help for Will Hayes Holman's family,2364,"12,560",30000,0.419,0,0,Memorials," February 10, 2016",2,2/10/16,9/25/16,228,125,7,SEATTLE,WA,622000,2,3,2,3
Ellis Nugent College Fund,2365,"39,850",50000,0.797,0,0,Memorials," March 7, 2016",3,3/7/16,9/25/16,202,347,6,MINNEAPOLIS,MN,621000,1,0,1,
Funeral Expenses for Sonny,2366,"2,560",5000,0.512,0,0,Memorials," July 9, 2016",7,7/9/16,9/25/16,78,40,2,EAST HANOVER,NJ,442000,5,1,5,1
Baby Alianna Rose,2367,"1,945",5000,0.389,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,39,9,Tigard,OR,556000,0,1,,1
Angela Morales Mother's Funeral,2368,794,7754,0.102,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,13,4,NASHUA,NH,108000,0,2,,2
"Marines Care Foundation,  Memorial",2369,475,1500,0.317,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,11,2,JERSEY CITY,NJ,33000,0,0,,
Susie & Jordan Lilley Care Fund,2370,"8,005",10000,0.801,0,0,Memorials," September 9, 2016",9,9/9/16,9/25/16,16,67,16,ORMOND BEACH,FL,425000,1,1,1,1
Vern and Kathy Fisher Funeral Fund,2371,"9,020",30000,0.301,0,0,Memorials," May 19, 2016",5,5/19/16,9/25/16,129,92,4,ESCALON,CA,602000,1,0,1,
In Memory of Patrick Pepe,2372,"5,735",7500,0.765,0,0,Memorials," September 5, 2016",9,9/5/16,9/25/16,20,57,20,FLORHAM PARK,NJ,292000,0,0,,
Brian Tuttle's Mother Funeral Costs,2373,"4,890",7800,0.627,0,0,Memorials," August 12, 2016",8,8/12/16,9/25/16,44,42,1,BAKERSFIELD,CA,351000,0,3,,3
Sliger Funeral/Bill Fund,2374,"1,650",5000,0.33,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,9,1,COOKEVILLE,TN,93000,0,0,,
Tuffy's cremation fund,2375,200,200,1,1,0,Memorials," August 10, 2016",8,8/10/16,9/25/16,46,9,1,BELLINGHAM,MA,582000,0,1,,1
Sherri Hutlock's Memorial Fund,2376,"2,750",5000,0.55,0,0,Memorials," September 6, 2016",9,9/6/16,9/25/16,19,51,18,LORAIN,OH,582000,1,0,1,
Support for the Sadiku Family,2377,"6,390",20000,0.32,0,0,Memorials," August 29, 2016",8,8/29/16,9/25/16,27,39,27,MIDDLEBURY,CT,523000,1,1,1,1
For Alex...In Memory of Vicki K,2378,"21,566",25000,0.863,0,0,Memorials," January 20, 2016",1,1/20/16,9/25/16,249,252,8,BELLEVUE,WA,577000,0,1,,1
Rough year for my family,2379,710,3700,0.192,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,10,3,BROOKLYN,NY,64000,0,1,,1
Funeral Fund for Mark Emaus,2380,"7,455",7255,1.028,1,0,Memorials," April 20, 2016",4,4/20/16,9/25/16,158,87,5,TENAFLY,NJ,563000,7,11,7,11
Matthew Stinson,2381,"2,240",3000,0.747,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,54,6,PETALUMA,CA,270000,2,0,2,
Ms. Bettie Mills-Cotton  Homegoing,2382,"2,295",1000,2.295,1,1,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,11,7,TAMPA,FL,159000,0,0,,
2 yr old Baby Funeral & Headstone,2383,260,10000,0.026,0,0,Memorials," September 13, 2016",9,9/13/16,9/25/16,12,9,12,RIVERVIEW,MI,99000,1,0,1,
Support Gubich/Melnyk family,2384,"5,567",5000,1.113,1,1,Memorials," September 15, 2016",9,9/15/16,9/25/16,10,71,9,SACRAMENTO,CA,309000,0,3,,3
Viki (Hunziker) Cullen Family Fund,2385,"6,063",1,6063,1,1,Memorials," August 11, 2016",8,8/11/16,9/25/16,45,99,1,NAPERVILLE,IL,421000,0,0,,
Richard Courtney Funeral Fund,2386,"4,090",3000,1.363,1,1,Memorials," August 22, 2016",8,8/22/16,9/25/16,34,76,1,MILTON,FL,304000,0,1,,1
Queen Vivian Collins  Memorial,2387,"1,787",5500,0.325,0,0,Memorials," May 7, 2016",5,5/7/16,9/25/16,141,32,4,CINCINNATI,OH,538000,5,1,5,1
Hudson and Corey Jr. Benefit Fund,2388,"6,200",1,6200,1,1,Memorials," February 3, 2016",2,2/3/16,9/25/16,235,74,7,PORT ORANGE,FL,533000,1,0,1,
Help lay my brother to Rest,2389,"1,855",7000,0.265,0,0,Memorials," July 27, 2016",7,7/27/16,9/25/16,60,32,2,PONTIAC,MI,529000,1,2,1,2
Tyler Burroughs Headstone,2390,"1,158",7000,0.165,0,0,Memorials," January 9, 2016",1,1/9/16,9/25/16,260,26,8,COTTONDALE,AL,525000,3,15,3,15
In Loving Memory of Suzy Park,2391,"7,000",10000,0.7,0,0,Memorials," June 8, 2016",6,6/8/16,9/25/16,109,76,3,FORT LAUDERDALE,FL,515000,1,0,1,
Hospital and funeral cost offset,2392,"6,291",50000,0.126,0,0,Memorials," March 23, 2016",3,3/23/16,9/25/16,186,66,6,COLORADO SPRINGS,CO,511000,1,1,1,1
Hospital and funeral cost offset,2393,"6,291",50000,0.126,0,0,Memorials," March 23, 2016",3,3/23/16,9/25/16,186,66,6,COLORADO SPRINGS,CO,511000,1,1,1,1
Stone Huml,2394,"7,205",6000,1.201,1,1,Memorials," August 9, 2016",8,8/9/16,9/25/16,47,123,1,O FALLON,MO,509000,4,0,4,
Melissa Mendoza Memorial fund,2395,"4,275",8000,0.534,0,0,Memorials," February 22, 2016",2,2/22/16,9/25/16,216,62,7,RICHMOND,CA,454000,0,1,,1
In Memory of Jeffrey Bart,2396,"13,246",15000,0.883,0,0,Memorials," July 12, 2016",7,7/12/16,9/25/16,75,94,2,NEW YORK,NY,128000,0,0,,
For L.J. daughter ofJesse Heredia,2397,"3,695",2500,1.478,1,1,Memorials," September 13, 2016",9,9/13/16,9/25/16,12,42,12,LAS VEGAS,NV,447000,0,2,,2
Sheats  Family Memorial,2398,"7,910",25000,0.316,0,0,Memorials," June 28, 2016",6,6/28/16,9/25/16,89,104,2,KATY,TX,506000,4,0,4,
Justin Thornton Memorial Fund,2399,"3,400",2000,1.7,1,1,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,40,5,CAMAS,WA,384000,0,0,,
Quentin Watson Jr's Headstone,2400,"2,370",5000,0.474,0,0,Memorials," February 24, 2016",2,2/24/16,9/25/16,214,39,7,NORRISTOWN,PA,497000,1,1,1,1
Help for Paige!,2401,"3,600",2500,1.44,1,1,Memorials," September 15, 2016",9,9/15/16,9/25/16,10,42,10,CASTLE ROCK,CO,380000,1,2,1,2
Antralicka (Pooh) Homegoing service,2402,585,10000,0.059,0,0,Memorials," September 13, 2016",9,9/13/16,9/25/16,12,13,12,BUFFALO,NY,493000,1,0,1,
Remembering Sam Brown,2403,"11,675",10000,1.168,1,1,Memorials," January 18, 2016",1,1/18/16,9/25/16,251,107,8,REDMOND,WA,487000,0,0,,
Rest In Paradise Dorian,2404,"1,350",1500,0.9,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,13,5,ESCONDIDO,CA,111000,0,1,,1
Victor Garcia funeral funds ,2405,"1,010",15000,0.067,0,0,Memorials," July 10, 2016",7,7/10/16,9/25/16,77,14,2,SOUTH EL MONTE,CA,485000,0,2,,2
Anything help  Rest In Peace ,2406,310,10000,0.031,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,7,4,MIAMI,FL,308000,0,0,,
JB's Homegoing Celebration Fund,2407,"7,575",7275,1.041,1,0,Memorials," April 29, 2016",4,4/29/16,9/25/16,149,106,4,CLEVELAND,MS,477000,2,5,2,5
Burial Expenses for Misty Burnett,2408,"1,160",7200,0.161,0,0,Memorials," January 29, 2016",1,1/29/16,9/25/16,240,23,7,NASHVILLE,TN,475000,1,0,1,
Running for Terri,2409,"5,510",5000,1.102,1,1,Memorials," September 9, 2016",9,9/9/16,9/25/16,16,102,16,NESCONSET,NY,196000,0,0,,
Brenda's Funeral Expenses ,2410,"4,555",10000,0.456,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,40,5,ALBUQUERQUE,NM,141000,0,1,,1
Help Bury My Husband,2411,385,3000,0.128,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,6,3,FORT WORTH,TX,175000,2,2,2,2
Memorial Plaque in memory of Dj,2412,335,295,1.136,1,1,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,8,1,GRANBURY,TX,48000,0,0,,
The Sargent Family Fund,2413,"7,220",10000,0.722,0,0,Memorials," August 5, 2015",8,8/5/15,9/25/16,417,102,13,TURNER,ME,442000,0,4,,4
Fundraiser for Jacinta's Funeral,2414,"2,665",10000,0.267,0,0,Memorials," July 20, 2016",7,7/20/16,9/25/16,67,17,2,SAN JOSE,CA,34000,0,0,,
Memorial Fund for Johnnie Arko,2415,365,6500,0.056,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,9,5,GRANITE CITY,IL,370000,0,0,,
Help Lay Regina Orange To Rest,2416,320,2500,0.128,0,0,," July 29, 2016",7,7/29/16,9/25/16,58,12,1,HOUSTON,TX,214000,0,3,,3
Brandon Jones Memorial Fund,2417,833,10000,0.083,0,0,Memorials," March 20, 2015",3,3/20/15,9/25/16,555,20,18,CLEVELAND,OH,308000,4,0,4,
Funeral/ Sabrina's daughter Sierra,2418,"5,242",5300,0.989,0,0,Memorials," January 13, 2016",1,1/13/16,9/25/16,256,98,8,FORT WASHINGTON,MD,405000,4,1,4,1
Aid for John Steffens' Children,2419,"1,395",15000,0.093,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,24,6,LAKE LEELANAU,MI,240000,0,1,,1
Support for The Gulley Family,2420,"1,415",20000,0.071,0,0,Memorials," May 30, 2016",5,5/30/16,9/25/16,118,24,3,TAMPA,FL,402000,0,0,,
Funeral Expense for Lillie Mae ,2421,375,4000,0.094,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,7,3,MIAMI,FL,57000,0,1,,1
Assistance for Richard's family,2422,"3,820",5000,0.764,0,0,Memorials," March 25, 2016",3,3/25/16,9/25/16,184,42,6,CLEVELAND,TN,396000,3,5,3,5
Funeral Expenses for Kathleen Walls,2423,"1,210",7500,0.161,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,14,5,WOODBRIDGE,VA,55000,0,5,,5
George Bailey McClain Burial ,2424,240,3000,0.08,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,4,1,AURORA,CO,183000,1,1,1,1
Hector Cardenas Scholarship Fund,2425,"17,180",20000,0.859,0,0,Memorials," August 10, 2016",8,8/10/16,9/25/16,46,126,1,NEW YORK,NY,285000,1,0,1,
My best friend. ,2426,330,600,0.55,0,0,Memorials," September 13, 2016",9,9/13/16,9/25/16,12,15,12,ROSWELL,GA,88000,3,0,3,
Our little princess ,2427,400,2000,0.2,0,0,Memorials," September 5, 2016",9,9/5/16,9/25/16,20,14,19,LONGVIEW,WA,335000,1,3,1,3
Jack Koppel Family Fund,2428,"19,187",50000,0.384,0,0,Memorials," February 13, 2016",2,2/13/16,9/25/16,225,149,7,CEDARHURST,NY,384000,0,1,,1
FATHER AND HUSBAND IN NEED!,2429,800,6000,0.133,0,0,Memorials," July 22, 2015",7,7/22/15,9/25/16,431,13,14,DANVILLE,KY,381000,3,0,3,
 Robbie Cook Family fund,2430,"4,101",10000,0.41,0,0,Memorials," January 19, 2016",1,1/19/16,9/25/16,250,65,8,PENNSBURG,PA,380000,3,0,3,
Chris Bresher,2431,815,5000,0.163,0,0,Memorials," May 18, 2016",5,5/18/16,9/25/16,130,17,4,EATON,OH,379000,2,2,2,2
lee milam funeral cost,2432,"2,647",6000,0.441,0,0,Memorials," August 28, 2015",8,8/28/15,9/25/16,394,29,13,JOHNSON CITY,TN,377000,4,1,4,1
Jacob Walker Memorial Fund,2433,"3,065",10000,0.307,0,0,Memorials," September 14, 2016",9,9/14/16,9/25/16,11,33,11,GADSDEN,AL,346000,0,4,,4
Christopher Vincent Jenkins ,2434,"5,255",20000,0.263,0,0,Memorials," September 5, 2016",9,9/5/16,9/25/16,20,59,19,LOS ANGELES,CA,259000,2,1,2,1
Todd Taylor Memorial Trust Fund,2435,"9,240",20000,0.462,0,0,Memorials," September 15, 2015",9,9/15/15,9/25/16,376,114,12,CARMEL,IN,359000,2,7,2,7
In Memory of Clepatrick Palmer,2436,"2,535",15000,0.169,0,0,Memorials," March 16, 2016",3,3/16/16,9/25/16,193,42,6,HOUSTON,TX,360000,0,4,,4
Joe Bantle Memorial Service,2437,490,1000,0.49,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,8,3,WASHINGTON,MO,31000,0,0,,
Jennifer Moore Neal Memorial Fund,2438,"2,180",3000,0.727,0,0,Memorials," February 17, 2016",2,2/17/16,9/25/16,221,34,7,MC GREGOR,TX,323000,0,4,,4
Help The Kedrouske family!,2439,"1,725",5000,0.345,0,0,Memorials," September 11, 2016",9,9/11/16,9/25/16,14,25,14,CRETE,IL,272000,2,1,2,1
Kimberly Crowell Memorial Fund,2440,"5,760",20000,0.288,0,0,Memorials," May 4, 2016",5,5/4/16,9/25/16,144,53,4,MIDDLETON,WI,270000,2,3,2,3
Christina's Funeral Fund,2441,"4,220",5000,0.844,0,0,Memorials," September 9, 2016",9,9/9/16,9/25/16,16,24,16,ORLANDO,FL,216000,0,2,,2
"Candy's Funeral, Wake and Grandkids",2442,"1,175",10000,0.118,0,0,Memorials," June 21, 2016",6,6/21/16,9/25/16,96,22,3,SPOKANE,WA,319000,1,4,1,4
HELP-Support Benji's Funeral Costs,2443,"1,775",3000,0.592,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,22,8,WESTMINSTER,CA,120000,2,5,2,5
USA returning Olympic Gold Medalist,2444,"10,981",15000,0.732,0,0,Sports," May 12, 2015",5,5/12/15,9/25/16,502,177,16,FLINT,MI,1600,1,8,1,8
USEF's Meg Sleeper Rides in Samorin,2445,"12,380",19000,0.652,0,0,Sports," August 3, 2016",8,8/3/16,9/25/16,53,99,1,FRENCHTOWN,NJ,2400,6,30,6,30
Alex's Aussie Adventure,2446,"8,233",14000,0.588,0,0,Sports," August 17, 2016",8,8/17/16,9/25/16,39,95,1,NAPERVILLE,IL,497000,0,6,,6
US Olympic Team Bobsled Hopeful,2447,"13,297",75000,0.177,0,0,Sports," October 3, 2015",10,10/3/15,9/25/16,358,148,11,LAKE PLACID,NY,1700,0,11,,11
USA Jr  World Championships,2448,"6,851",6150,1.114,1,1,Sports," July 31, 2016",7,7/31/16,9/25/16,56,97,1,SACRAMENTO,CA,1400,2,6,2,6
Team USA Petanque WorldChampionship,2449,"2,416",20000,0.121,0,0,Sports," May 30, 2016",5,5/30/16,9/25/16,118,34,3,MIAMI,FL,759000,1,5,1,5
Trae USFootball International Bowl ,2450,580,1600,0.363,0,0,Sports," June 17, 2016",6,6/17/16,9/25/16,100,10,3,CHARLOTTE,NC,110000,0,1,,1
Help USA Skaters to 2017 Jr. Worlds,2451,"19,561",30000,0.652,0,0,Sports," October 15, 2015",10,10/15/15,9/25/16,346,79,11,DERWOOD,MD,672000,0,22,,22
Mule goes to US Dressage Finals,2452,"10,135",8000,1.267,1,1,Sports," October 8, 2014",10,10/8/14,9/25/16,718,118,23,MADERA,CA,8600,13,8,13,8
Help EJ join USSoccer Team in Spain,2453,"2,125",7400,0.287,0,0,Sports," July 14, 2016",7,7/14/16,9/25/16,73,31,2,SAINT LOUIS,MO,172000,0,5,,5
USATF National Junior Olympics,2454,"1,600",2500,0.64,0,0,Sports," July 11, 2016",7,7/11/16,9/25/16,76,27,2,CANON CITY,CO,271000,0,0,,
USA Combatives Championships  ,2455,"3,965",25000,0.159,0,0,Sports," September 2, 2013",9,9/2/13,9/25/16,1119,37,37,ALEXANDRIA,VA,1800,0,5,,5
HELP US GET TO STATE!!!,2456,850,5000,0.17,0,0,Sports," July 1, 2016",7,7/1/16,9/25/16,86,24,2,VANCOUVER,WA,352000,0,1,,1
Lady Wolves Go National - Help Us!,2457,"1,950",20000,0.098,0,0,Sports," March 5, 2015",3,3/5/15,9/25/16,570,31,19,IRVING,TX,131000,0,4,,4
Send Your Sarries To USA Playoffs ,2458,"3,275",3000,1.092,1,0,Sports," April 26, 2016",4,4/26/16,9/25/16,152,40,5,SEATTLE,WA,342000,2,7,2,7
Lifting My Way to Team USA,2459,"2,335",2000,1.168,1,1,Sports," January 24, 2016",1,1/24/16,9/25/16,245,42,8,ARCATA,CA,457000,0,4,,4
USA World Cup Women's Team ,2460,"10,285",10000,1.029,1,0,Sports," August 6, 2013",8,8/6/13,9/25/16,1146,82,38,Edmond,OK,975000,2,5,2,5
Tristan USA Netball Trip,2461,"1,270",4000,0.318,0,0,Sports," April 25, 2016",4,4/25/16,9/25/16,153,29,5,Dean Park,NSW,277000,0,0,,
Help us wife carry in FINLAND !!!,2462,"2,275",5000,0.455,0,0,Sports," November 12, 2014",11,11/12/14,9/25/16,683,40,22,PORTLAND,ME,228000,1,7,1,7
RLL Softball World Series,2463,"9,831",25000,0.393,0,0,Sports," July 29, 2016",7,7/29/16,9/25/16,58,114,1,TRENTON,NJ,655000,4,0,4,
Support Hard Work,2464,"3,845",20000,0.192,0,0,Sports," October 4, 2015",10,10/4/15,9/25/16,357,51,11,AMA,LA,613000,0,1,,1
M45 - Ultimate Frisbee,2465,"1,300",2000,0.65,0,0,Sports," September 19, 2016",9,9/19/16,9/25/16,6,23,6,HEMPSTEAD,NY,212000,0,2,,2
Thompson Valley Cross-Country,2466,995,2000,0.498,0,0,Sports," September 21, 2016",9,9/21/16,9/25/16,4,12,4,FORT COLLINS,CO,33000,0,0,,
Sharon Little League Baseball,2467,415,20000,0.021,0,0,Sports," September 20, 2016",9,9/20/16,9/25/16,5,8,4,SHARON,PA,95000,0,1,,1
Jennings Forest Bike Trail Fund,2468,"5,100",5400,0.944,0,0,Sports," January 24, 2016",1,1/24/16,9/25/16,245,98,8,JACKSONVILLE,FL,509000,5,7,5,7
NSCRO Nationals in Colorado,2469,"3,060",16000,0.191,0,0,Sports," January 19, 2016",1,1/19/16,9/25/16,250,32,8,EVANSVILLE,IN,502000,1,1,1,1
Building the Pitman Pumptrack ,2470,707,20000,0.035,0,0,Sports," March 7, 2016",3,3/7/16,9/25/16,202,16,6,PITMAN,NJ,502000,0,1,,1
Post-graduate Dream Chasing,2471,"1,253",5000,0.251,0,0,Sports," February 4, 2016",2,2/4/16,9/25/16,234,20,7,GAMBRILLS,MD,406000,0,4,,4
U-17 Shadow Premier FC  Nationals,2472,"1,140",2000,0.57,0,0,Sports," June 29, 2016",6,6/29/16,9/25/16,88,24,2,SOUTH BELOIT,IL,426000,0,3,,3
Alpha Rho BYX Island Party,2473,"1,895",2750,0.689,0,0,Sports," November 27, 2015",11,11/27/15,9/25/16,303,25,10,CHAPEL HILL,NC,413000,0,2,,2
San Bruno Soccer Girls National Team,2474,"3,125",6000,0.521,0,0,Sports," March 24, 2016",3,3/24/16,9/25/16,185,37,6,SOUTH SAN FRANCISCO,CA,409000,0,16,,16
CAO Elite - Dallas Diamonds,2475,"3,150",9000,0.35,0,0,Sports," October 27, 2015",10,10/27/15,9/25/16,334,98,11,JONESBORO,GA,381000,2,2,2,2
Blue-Grey All American Bowl,2476,490,2500,0.196,0,0,Sports," September 20, 2016",9,9/20/16,9/25/16,5,12,4,WILLIAMSBURG,VA,14000,0,2,,2
Chattanooga Ironman,2477,"3,200",2500,1.28,1,1,Sports," September 6, 2016",9,9/6/16,9/25/16,19,74,19,HANOVER,NH,41000,0,0,,
Help Deja Get Family To Rio 2016,2478,"3,055",4500,0.679,0,0,Sports," August 5, 2016",8,8/5/16,9/25/16,51,32,1,MESQUITE,TX,343000,1,0,1,
 Help get us 2 the Junior Olympics ,2479,980,1500,0.653,0,0,Sports," July 15, 2015",7,7/15/15,9/25/16,438,19,14,MONROEVILLE,PA,198000,0,0,,
Send Goldie to Team USA Jr tryouts,2480,545,900,0.606,0,0,Sports," June 25, 2014",6,6/25/14,9/25/16,823,21,27,KILLEEN,TX,374000,1,3,1,3
"USA Team -Dublin, Ireland 2015",2481,"1,420",1000,1.42,1,1,Sports," September 14, 2014",9,9/14/14,9/25/16,742,19,24,ROCHESTER,NY,198000,0,0,,
USATriNationals & Challenged AthTri,2482,"2,500",2500,1,1,0,Sports," July 7, 2015",7,7/7/15,9/25/16,446,22,14,VERMILION,OH,203000,0,11,,11
Help us build our Field of Dreams,2483,"1,025",100000,0.01,0,0,Sports," April 21, 2015",4,4/21/15,9/25/16,523,19,17,OWYHEE,NV,204000,2,4,2,4
Team USA Tryouts Fundraiser,2484,"1,075",2000,0.538,0,0,Sports," September 2, 2014",9,9/2/14,9/25/16,754,14,25,YORBA LINDA,CA,135000,0,2,,2
PAC Tigres travel to USYS Nationals,2485,"6,600",10000,0.66,0,0,Sports," June 22, 2014",6,6/22/14,9/25/16,826,34,27,SAN JOSE,CA,231000,2,1,2,1
Help send USEWF team to Japan,2486,325,10000,0.033,0,0,Sports," January 10, 2016",1,1/10/16,9/25/16,259,5,8,NASHVILLE,TN,174000,0,3,,3
Help us make it to The Summit,2487,850,3500,0.243,0,0,Sports," February 25, 2016",2,2/25/16,9/25/16,213,14,7,Sainte-Catherine,QC,153000,0,1,,1
Joselynn -USATF Junior Olympics,2488,150,1000,0.15,0,0,Sports," July 10, 2016",7,7/10/16,9/25/16,77,5,2,PUYALLUP,WA,192000,1,1,1,1
Gea Louis to USATF Nationals ,2489,"1,050",1500,0.7,0,0,Sports," July 14, 2016",7,7/14/16,9/25/16,73,5,2,ALBUQUERQUE,NM,129000,0,0,,
Johnathn USA Development Football,2490,835,1200,0.696,0,0,Sports," June 8, 2015",6,6/8/15,9/25/16,475,28,15,KANKAKEE,IL,124000,0,2,,2
**USA Skeleton** ,2491,"1,525",15000,0.102,0,0,Sports," July 10, 2013",7,7/10/13,9/25/16,1173,10,39,COLLINSVILLE,TX,89000,0,2,,2
Help Us Play! ,2492,520,2000,0.26,0,0,Sports," May 13, 2016",5,5/13/16,9/25/16,135,11,4,CHAPEL HILL,NC,96000,0,0,,
Cristian's Team USA Las Vegas Trip,2493,"1,485",2300,0.646,0,0,Sports," April 8, 2014",4,4/8/14,9/25/16,901,22,30,ANTIOCH,CA,270000,0,2,,2
Help Maxine compete for Team USA! ,2494,"1,046",900,1.162,1,1,Sports," February 18, 2014",2,2/18/14,9/25/16,950,22,31,PLANO,TX,43000,0,5,,5
USA Team - World H2H Tournament,2495,"1,425",1500,0.95,0,0,Sports," March 5, 2015",3,3/5/15,9/25/16,570,37,19,POMPANO BEACH,FL,108000,0,0,,
Jordan & Darius USA Football Trip,2496,"1,225",3500,0.35,0,0,Sports," April 2, 2015",4,4/2/15,9/25/16,542,14,18,PASADENA,CA,260000,0,1,,1
Get Team USA to DMC in London,2497,285,3000,0.095,0,0,Sports," August 4, 2014",8,8/4/14,9/25/16,783,13,26,CHICAGO,IL,394000,0,2,,2
AAU Jr. Olympics - Road to Houston,2498,"3,075",3000,1.025,1,0,Sports," May 30, 2016",5,5/30/16,9/25/16,118,70,3,GLEN ALLEN,VA,273000,0,5,,5
Hendersonville Youth Football,2499,"1,390",50000,0.028,0,0,Sports," February 22, 2016",2,2/22/16,9/25/16,216,27,7,HENDERSONVILLE,NC,269000,0,0,,
