nameOfCamp,ID, amountReached , goalOfCamp ,goalPercentage,funded,exceeded,category,dateCreated,monthCreated,dateCreatedFormatted,dateScraped,daysSinceStarted,peopleDonated,WRONGnumberOfDays,locationCity,locationState,socialMediaShares,numberOfFBComments,numberOfUpdates,WRONGNumberOfFbComments,WRONGNumberOfUpdates
HELP BATTLE AGANIST SCLERODERMA,2184,282,10000,0.028,0,0,Medical," September 23, 2016",9,9/23/16,9/25/16,2,14,1,PORT CHARLOTTE,FL,287000,1,0,1,
Help Cindy KICK Rare Cancer! ,2185,"6,075",10000,0.608,0,0,Medical," September 4, 2016",9,9/4/16,9/25/16,21,112,20,SCARBOROUGH,ME,598000,11,10,11,10
Ayuda a Chucho Contreras,2186,"7,725",15000,0.515,0,0,Medical," September 1, 2016",9,9/1/16,9/25/16,24,82,23,SPRING,TX,1100,0,7,,7
DARCY + Family need us,2187,"38,960",45000,0.866,0,0,Medical," August 20, 2016",8,8/20/16,9/25/16,36,318,1,UNION,ME,913000,3,2,3,2
Bob McClures Chance: Our Dads fight,2188,"3,435",50000,0.069,0,0,Medical," July 31, 2016",7,7/31/16,9/25/16,56,42,1,ANAHEIM,CA,1100,0,13,,13
Team Braden Luke,2189,"33,229",30000,1.108,1,1,Medical," July 13, 2016",7,7/13/16,9/25/16,74,357,2,OVERLAND PARK,KS,1000,0,4,,4
Bob Troiso's Cancer Fund,2190,"7,520",5000,1.504,1,1,Medical," September 20, 2016",9,9/20/16,9/25/16,5,77,4,CLEARWATER,FL,468000,3,0,3,
Heart broken family in need ,2191,"3,353",15000,0.224,0,0,Medical," September 10, 2016",9,9/10/16,9/25/16,15,83,14,RIVERSIDE,CA,1000,0,1,,1
Kyla Rose's Medical Support Fund,2192,"18,735",20000,0.937,0,0,Medical," March 16, 2015",3,3/16/15,9/25/16,559,290,18,FLOYD,VA,1000,0,28,,28
Richie's Liver Transplant Fund,2193,"17,785",20000,0.889,0,0,Medical," September 6, 2016",9,9/6/16,9/25/16,19,173,18,AUSTIN,TX,519000,2,1,2,1
Baby Luke Wygand's Fund,2194,"24,480",30000,0.816,0,0,Medical," July 8, 2016",7,7/8/16,9/25/16,79,171,2,BRADENTON,FL,1100,2,10,2,10
Lisa's Breast Cancer Fundraiser,2195,915,6000,0.153,0,0,Medical," September 22, 2016",9,9/22/16,9/25/16,3,14,2,SEMMES,AL,225000,0,0,,
Restoring the Mai Family!!!,2196,"3,085",50000,0.062,0,0,Medical," September 18, 2016",9,9/18/16,9/25/16,7,56,6,HAYS,KS,515000,4,2,4,2
We Love You Lyn! #prayersup,2197,"8,635",10000,0.864,0,0,Medical," June 11, 2016",6,6/11/16,9/25/16,106,85,3,SAN RAMON,CA,851000,0,1,,1
"Rusty, Ben Lacy and their girls",2198,"17,640",35000,0.504,0,0,Medical," June 12, 2016",6,6/12/16,9/25/16,105,215,3,ARGYLE,TX,511000,1,0,1,
Team Bond Fights Cancer,2199,"9,960",50000,0.199,0,0,Medical," August 20, 2016",8,8/20/16,9/25/16,36,80,1,BREMERTON,WA,996000,3,9,3,9
Kerry Libby's Pancreas Surgery fund,2200,"4,060",150000,0.027,0,0,Medical," March 2, 2016",3,3/2/16,9/25/16,207,54,6,MANDAN,ND,1100,0,13,,13
Kurt's Medical Fund,2201,"25,821",35000,0.738,0,0,Medical," September 7, 2016",9,9/7/16,9/25/16,18,227,18,PALOS HEIGHTS,IL,276000,2,2,2,2
Ben Meszaros Recovery,2202,"30,987",40000,0.775,0,0,Medical," August 28, 2016",8,8/28/16,9/25/16,28,218,27,SALT LAKE CITY,UT,1000,0,1,,1
Anderson's Medical Expenses,2203,"12,901",20000,0.645,0,0,Medical," September 8, 2015",9,9/8/15,9/25/16,383,265,12,CEDAR RAPIDS,IA,1100,4,131,4,131
Jacob's Journey,2204,"17,515",20000,0.876,0,0,Medical," June 17, 2016",6,6/17/16,9/25/16,100,160,3,DIGHTON,MA,1000,0,3,,3
Jayce & Elizabeth's Funeral Fund,2205,"11,870",10000,1.187,1,1,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,314,4,FRESNO,CA,9200,30,2,30,2
Memorial Fund; Aurelia Sommervold,2206,"33,145",50000,0.663,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,389,5,LONGMONT,CO,3500,2,0,2,
Support Ethan,2207,"36,775",1000,36.775,1,1,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,611,8,INDIANAPOLIS,IN,2900,23,13,23,13
Dearborn Family Funerals #TeamFaith,2208,"10,778",100000,0.108,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,184,3,DEARBORN HEIGHTS,MI,2800,19,0,19,
Support for the Sevier family,2209,"50,372",50000,1.007,1,0,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,595,7,LA MESA,CA,7900,3,1,3,1
Terence Crutcher Memorial Fund,2210,"163,674",200000,0.818,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,5882,3,TALLAHASSEE,FL,19000,0,0,,
Thomas Trent's Memorial Fund,2211,"4,044",5000,0.809,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,119,3,BLUFF CITY,TN,5100,22,0,22,
Gary Falk Memorial Fund ,2212,"161,166",200000,0.806,0,0,Memorials," July 25, 2016",7,7/25/16,9/25/16,62,1018,2,JACKSON,WY,5000,5,5,5,5
Ashley Heaney Butler Memorial Fund,2213,"36,691",45000,0.815,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,466,3,NEPTUNE,NJ,3100,9,0,9,
"Jeffrey ""Bull"" Braden Memorial",2214,"59,252",70000,0.846,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,493,1,AIEA,HI,3700,1,1,1,1
Baby Khloe's Funeral Expenses,2215,"2,795",5000,0.559,0,0,Memorials," November 4, 2015",11,11/4/15,9/25/16,326,65,10,LOUISVILLE,KY,842000,0,1,,1
Help Us Bring Ian Home!,2216,"7,488",6770,1.106,1,1,Memorials," November 16, 2015",11,11/16/15,9/25/16,314,109,10,MOUNT HOLLY,NC,455000,0,6,,6
USMC Veteran Funeral Fund,2217,"3,275",8000,0.409,0,0,Memorials," March 22, 2016",3,3/22/16,9/25/16,187,58,6,ALBUQUERQUE,NM,527000,0,0,,
Help us  put a marker on moms grave,2218,425,2500,0.17,0,0,Memorials," September 5, 2016",9,9/5/16,9/25/16,20,9,19,SAN DIEGO,CA,58000,2,1,2,1
Funeral Assist for my 38y/o Dtr,2219,"5,230",5000,1.046,1,0,Memorials," May 17, 2015",5,5/17/15,9/25/16,497,54,16,COCHECTON,NY,166000,5,4,5,4
Help us pay for Dylan's arrangements  ,2220,"3,370",5000,0.674,0,0,Memorials," December 31, 2013",12,12/31/13,9/25/16,999,80,33,FALL RIVER,MA,1500,4,0,4,
In Memory of Ben Larson - USMA '03,2221,"11,575",10000,1.158,1,1,Memorials," April 11, 2015",4,4/11/15,9/25/16,533,202,17,BOWIE,MD,283000,0,0,,
Megan Slagle Fund,2222,"2,655",2580,1.029,1,0,Memorials," January 13, 2015",1,1/13/15,9/25/16,621,61,20,WELCH,WV,799000,0,4,,4
Jose Vizcarra Sr Funeral Fund,2223,895,6000,0.149,0,0,Memorials," September 14, 2016",9,9/14/16,9/25/16,11,7,10,LOS ANGELES,CA,116000,0,0,,
Terence Crutcher Memorial Fund,2224,"163,674",200000,0.818,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,5882,3,TALLAHASSEE,FL,19000,0,0,,
Jake Brewer memorial education fund,2225,"433,991",200000,2.17,1,1,Memorials," September 20, 2015",9,9/20/15,9/25/16,371,5577,12,ALEXANDRIA,VA,31000,78,1,78,1
Marlene Dominguez-Hicks  Memorial,2226,"87,815",100000,0.878,0,0,Memorials," September 7, 2016",9,9/7/16,9/25/16,18,807,17,NEW ORLEANS,LA,6600,1,1,1,1
Gary Falk Memorial Fund ,2227,"161,166",200000,0.806,0,0,Memorials," July 25, 2016",7,7/25/16,9/25/16,62,1018,2,JACKSON,WY,5000,5,5,5,5
Support for the Sevier family,2228,"50,372",50000,1.007,1,0,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,595,7,LA MESA,CA,7900,3,1,3,1
Children Lost Both Parents In Wreck,2229,"495,210",500000,0.99,0,0,Memorials," November 3, 2015",11,11/3/15,9/25/16,327,12907,10,JACKSON,GA,75000,487,20,487,20
Jayce & Elizabeth's Funeral Fund,2230,"11,870",10000,1.187,1,1,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,314,4,FRESNO,CA,9200,30,2,30,2
Erica Morales Fund - Quadruplets ,2231,"482,383",500000,0.965,0,0,Memorials," January 16, 2015",1,1/16/15,9/25/16,618,13233,20,AVONDALE,AZ,39000,649,16,649,16
Katie Iseman funeral expenses,2232,"7,085",7000,1.012,1,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,120,4,SUMTER,SC,1600,8,2,8,2
Colter's Funeral Services,2233,"7,130",5000,1.426,1,1,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,101,3,MESA,AZ,667000,1,1,1,1
Brian Acierno Funeral Fund ,2234,"4,470",5000,0.894,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,72,2,FREEDOM,PA,645000,4,2,4,2
"Melissa, Mateo & Aleah",2235,"12,740",15000,0.849,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,130,4,HOUSTON,TX,917000,1,1,1,1
Bring Joe Home,2236,"17,565",20000,0.878,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,137,3,BOTHELL,WA,630000,1,3,1,3
Tammy Pasoquen Memorial Fund,2237,"3,365",10000,0.337,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,40,3,WAHIAWA,HI,624000,2,1,2,1
Funeral expenses for Kailey Robb ,2238,"5,665",10000,0.567,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,87,6,RICHARDSON,TX,2500,6,3,6,3
Veteran Frankie Pica's Funeral ,2239,"5,110",10000,0.511,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,45,1,LOWELL,MA,521000,0,1,,1
Love For Landyn - Final Expenses,2240,"1,035",5000,0.207,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,31,2,SPRINGDALE,AR,1100,1,0,1,
In loving memory of Marissa Chavez,2241,"12,171",15000,0.811,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,205,6,BELLFLOWER,CA,2100,1,2,1,2
In Loving Memory of Tim Harris,2242,"30,130",25000,1.205,1,1,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,289,6,RONKONKOMA,NY,1300,3,1,3,1
Rest In Peace Randy Jardel,2243,"1,900",1200,1.583,1,1,Memorials," July 24, 2016",7,7/24/16,9/25/16,63,46,2,MERCHANTVILLE,NJ,407000,1,0,1,
"Frank Bish, Jr.",2244,"6,545",15000,0.436,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,49,3,SANTA ROSA,CA,328000,0,0,,
Fisher-Hertz family assistance fund,2245,"10,078",5000,2.016,1,1,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,125,3,HIGHLAND,NY,312000,0,0,,
Preszler Family ,2246,"4,120",10000,0.412,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,39,3,PLACERVILLE,CA,315000,0,1,,1
Support Lana Hiland's Family,2247,"21,820",15000,1.455,1,1,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,234,6,WALDORF,MD,824000,3,1,3,1
Olivia's Celebration of Life,2248,"3,470",10000,0.347,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,63,4,SHAWNEE,OH,393000,0,1,,1
Support for the Corriere Family,2249,"12,035",5000,2.407,1,1,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,165,4,FAIRMOUNT,GA,209000,2,0,2,
The One & Only Frenchy,2250,"3,550",10000,0.355,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,64,1,MOAB,UT,197000,0,0,,
Funeral Support For The Price Family,2251,"5,529",7500,0.737,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,97,5,BURLESON,TX,1100,7,0,7,
Valerie Morgan's Funeral Fund,2252,"4,575",10000,0.458,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,37,2,PERRYTON,TX,332000,1,0,1,
Support our student!,2253,"2,620",4000,0.655,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,62,5,CHICAGO,IL,778000,0,1,,1
In loving memory of Manny,2254,"2,840",5000,0.568,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,51,3,RALEIGH,NC,900000,1,0,1,
Final expenses Kevin Reynolds ,2255,"5,380",10000,0.538,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,63,2,WEST BABYLON,NY,109000,0,2,,2
Deputy Celina N. Flores Funeral,2256,"4,025",3000,1.342,1,1,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,48,3,EDINBURG,TX,815000,1,1,1,1
Alex's Final Expenses,2257,"23,170",25000,0.927,0,0,Memorials," September 7, 2016",9,9/7/16,9/25/16,18,190,18,BRISTOW,VA,1100,1,7,1,7
"Heavens newest Angel, Haylee ",2258,"9,785",10000,0.979,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,164,6,JOHNSON CITY,NY,2300,3,2,3,2
Buddha Subba Memorial,2259,"5,739",5000,1.148,1,1,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,107,5,ROCHESTER,NY,1300,1,1,1,1
Eric Henderson funeral expenses,2260,"7,016",8000,0.877,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,144,6,ALGONQUIN,IL,1500,1,18,1,18
For Stella,2261,"22,155",20000,1.108,1,1,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,225,7,LAS VEGAS,NV,17000,0,2,,2
Funeral arrangements for Lena's mom,2262,"1,950",6000,0.325,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,54,3,FORT LAUDERDALE,FL,187000,0,1,,1
In Memory of Adam Lang,2263,"10,745",20000,0.537,0,0,Memorials," September 11, 2016",9,9/11/16,9/25/16,14,196,13,BAKERSFIELD,CA,2100,3,4,3,4
Lotus Leigh Fund,2264,"1,975",5000,0.395,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,32,2,WHITE PIGEON,MI,349000,2,1,2,1
Sinoracki Family Fund,2265,"37,050",50000,0.741,0,0,Memorials," September 12, 2016",9,9/12/16,9/25/16,13,616,12,DALLAS,PA,6800,6,4,6,4
Carl Eastwood funeral expense fund,2266,"5,305",7500,0.707,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,36,3,SULPHUR,LA,337000,0,0,,
Deering Family Memorial Fund,2267,"6,386",100000,0.064,0,0,Memorials," September 7, 2016",9,9/7/16,9/25/16,18,63,18,OCONOMOWOC,WI,364000,0,0,,
Funding for Sam Cabrera,2268,"10,909",10000,1.091,1,0,Memorials," August 8, 2016",8,8/8/16,9/25/16,48,329,1,SHIPPENSBURG,PA,976000,3,0,3,
Mike's Lil' Girl,2269,"2,255",5000,0.451,0,0,Memorials," August 20, 2016",8,8/20/16,9/25/16,36,33,1,ABINGTON,PA,401000,1,13,1,13
Isabel Rivera's Funeral/Burial Fund,2270,"7,135",12000,0.595,0,0,Memorials," August 28, 2016",8,8/28/16,9/25/16,28,31,28,MOUNTAIN VIEW,CA,417000,2,11,2,11
Ali (mom) Memorial Fund,2271,"1,990",5000,0.398,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,33,6,SYLMAR,CA,116000,2,2,2,2
Help Baby Seeret's Grieving Family ,2272,"19,966",17000,1.174,1,1,Memorials," September 12, 2016",9,9/12/16,9/25/16,13,188,12,SPRINGFIELD,VA,578000,0,3,,3
angie funeral cost,2273,"2,925",10000,0.293,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,50,4,LEXINGTON,NE,619000,1,1,1,1
Alex Daleo Fund,2274,"70,344",75000,0.938,0,0,Memorials," August 4, 2014",8,8/4/14,9/25/16,783,941,26,Port Hacking,NSW,10000,6,1,6,1
Evan William's Funeral Funds,2275,"4,030",20000,0.202,0,0,Memorials," September 11, 2016",9,9/11/16,9/25/16,14,63,13,UPPER MARLBORO,MD,815000,2,1,2,1
Saying Goodbye to Raiden ,2276,"4,100",10000,0.41,0,0,Memorials," September 2, 2016",9,9/2/16,9/25/16,23,107,22,YPSILANTI,MI,2100,2,3,2,3
Funeral Expenses for Vincent Moore,2277,"4,140",10000,0.414,0,0,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,81,7,PHOENIX,AZ,1200,3,0,3,
KC Salvador's Celebration of Life,2278,"5,160",10000,0.516,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,107,6,LA PUENTE,CA,1200,0,1,,1
In Memory of Elizah Rivera,2279,"1,005",5500,0.183,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,21,1,FRESNO,CA,916000,5,0,5,
Alexis Gingerella's Funeral Exp,2280,"4,773",10000,0.477,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,96,6,MOBILE,AL,1400,3,3,3,3
Hadley Family Loss,2281,"18,210",1000,18.21,1,1,Memorials," July 13, 2016",7,7/13/16,9/25/16,74,303,2,APPLE VALLEY,CA,1900,0,4,,4
Stacey Stanley /Family of Stacy ,2282,"7,815",10000,0.782,0,0,Memorials," September 14, 2016",9,9/14/16,9/25/16,11,214,11,SANDUSKY,OH,3000,19,5,19,5
Honoring the Memory of Glenn Webb,2283,"8,511",10000,0.851,0,0,Memorials," August 26, 2016",8,8/26/16,9/25/16,30,382,1,BENSALEM,PA,2600,33,1,33,1
Walton's Medical/Burial Expenses,2284,"7,257",15000,0.484,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,88,5,LITTLE ROCK,AR,284000,0,0,,
21st Century Viking Fundraiser ,2285,"10,271",20000,0.514,0,0,Memorials," August 24, 2016",8,8/24/16,9/25/16,32,186,1,PHOENIX,AZ,4000,11,1,11,1
Hazel Mae Memorial,2286,"11,370",5000,2.274,1,1,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,216,7,COTTAGE GROVE,MN,867000,3,4,3,4
Steven Medeiros ,2287,"2,415",5000,0.483,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,40,5,London,ON,503000,1,0,1,
In Loving Memory of Payge Donaldson,2288,"5,950",5000,1.19,1,1,Memorials," August 29, 2016",8,8/29/16,9/25/16,27,84,27,FENTON,MO,1300,0,1,,1
Max Gonzalez memorial fund,2289,"3,005",10000,0.301,0,0,Memorials," July 8, 2016",7,7/8/16,9/25/16,79,54,2,LA CRESCENTA,CA,426000,3,0,3,
Lindsey Peterson Memorial Fund,2290,"13,730",20000,0.687,0,0,Memorials," September 21, 2015",9,9/21/15,9/25/16,370,153,12,EAST FALMOUTH,MA,943000,0,0,,
Scott Miller Family Memorial Fund ,2291,"53,359",45000,1.186,1,1,Memorials," April 21, 2013",4,4/21/13,9/25/16,1253,549,41,SAN FRANCISCO,CA,1300,2,8,2,8
Support for Julisa D. & Kyle C.,2292,"9,305",10000,0.931,0,0,Memorials," May 13, 2016",5,5/13/16,9/25/16,135,209,4,CHICOPEE,MA,1300,4,0,4,
In memory of Michelle Vitug Kupka,2293,"14,335",15000,0.956,0,0,Memorials," August 8, 2016",8,8/8/16,9/25/16,48,104,1,MISSION VIEJO,CA,449000,0,1,,1
Josh Beam Memorial Fund,2294,"15,405",10000,1.541,1,1,Memorials," August 12, 2016",8,8/12/16,9/25/16,44,212,1,UNION,KY,953000,0,1,,1
Help for The Christensen's,2295,"26,530",13000,2.041,1,1,Memorials," July 16, 2016",7,7/16/16,9/25/16,71,281,2,BRIGHTON,CO,1700,0,0,,
Frank Robinson's Memorial Fund,2296,"33,581",40000,0.84,0,0,Memorials," May 7, 2016",5,5/7/16,9/25/16,141,249,4,NEW ROCHELLE,NY,819000,0,0,,
Amy DiAdamo Foster,2297,"3,610",10000,0.361,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,38,3,MENLO PARK,CA,208000,0,0,,
Francois Nambajimana,2298,"9,465",15000,0.631,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,64,5,PAW PAW,MI,304000,0,0,,
Anna Trent Remembrance,2299,"39,202",10000,3.92,1,1,Memorials," June 21, 2016",6,6/21/16,9/25/16,96,639,3,DOWNERS GROVE,IL,2100,1,2,1,2
Stacy Ozment- Funeral and Transport,2300,"8,655",10000,0.866,0,0,Memorials," September 15, 2016",9,9/15/16,9/25/16,10,144,9,ROSEMOUNT,MN,1500,1,8,1,8
Ethan & Lynley Taylor Funeral |Farm,2301,"11,750",12000,0.979,0,0,Memorials," July 11, 2016",7,7/11/16,9/25/16,76,210,2,NASHVILLE,TN,2100,0,0,,
EMT Discovers Daughters Dead ,2302,"10,810",25000,0.432,0,0,Memorials," September 14, 2016",9,9/14/16,9/25/16,11,136,11,PINEHILL,NM,1600,4,4,4,4
Dekayla Camacho-Avalos,2303,"6,075",15000,0.405,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,98,5,RUCKERSVILLE,VA,1400,1,3,1,3
Funeral Expenses,2304,"2,150",10000,0.215,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,24,2,ROSE CITY,MI,291000,2,2,2,2
For the Family of Presley ,2305,"1,370",5000,0.274,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,23,2,CHATTANOOGA,TN,341000,2,1,2,1
Fouad's Final Expenses ,2306,"2,845",3000,0.948,0,0,Memorials," September 22, 2016",9,9/22/16,9/25/16,3,30,2,OCEANSIDE,CA,19000,0,0,,
In loving memory of ONeal Matthews ,2307,"11,221",12000,0.935,0,0,Memorials," September 5, 2016",9,9/5/16,9/25/16,20,203,20,HOUSTON,TX,172000,8,4,8,4
The sons of Andrew and Julie Lewis,2308,"5,480",6000,0.913,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,55,5,TAHOE VISTA,CA,169000,0,5,,5
Krystal's memorial costs,2309,"4,965",8696,0.571,0,0,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,64,6,RIVERVIEW,FL,580000,4,4,4,4
Stephen D. Jones Memorial,2310,"46,096",40000,1.152,1,1,Memorials," February 2, 2016",2,2/2/16,9/25/16,236,404,7,PARK CITY,UT,1200,1,8,1,8
Akeyla McCoy,2311,"4,405",5000,0.881,0,0,Memorials," September 6, 2016",9,9/6/16,9/25/16,19,83,19,DELTONA,FL,1200,4,1,4,1
Forever In Our Hearts Hector Pinero,2312,"1,335",10000,0.134,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,17,2,ELMWOOD PARK,IL,160000,1,0,1,
my nephews funeral expenses,2313,"4,670",8500,0.549,0,0,Memorials," July 1, 2016",7,7/1/16,9/25/16,86,97,2,ROCHESTER,MN,1200,3,1,3,1
Donations For Wally's Funeral Costs,2314,"5,000",10000,0.5,0,0,Memorials," July 13, 2016",7,7/13/16,9/25/16,74,118,2,SCHENECTADY,NY,625000,11,2,11,2
Funeral expenses for Steve ,2315,"9,135",25000,0.365,0,0,Memorials," September 20, 2016",9,9/20/16,9/25/16,5,65,4,STAMFORD,CT,99000,0,0,,
Prayers for the Bassett Family,2316,"2,980",10000,0.298,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,14,1,LAFAYETTE,LA,279000,0,0,,
Help for Monique Jefferson ,2317,"3,465",15000,0.231,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,44,8,CLEVELAND,OH,774000,0,0,,
Funeral fund for Jose Villarreal,2318,"8,300",20000,0.415,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,32,5,MONROVIA,CA,558000,0,1,,1
Bryan Estrella Funeral Cost,2319,"4,772",10000,0.477,0,0,Memorials," September 19, 2016",9,9/19/16,9/25/16,6,61,5,MIRA LOMA,CA,375000,0,0,,
David Phillips Memorial Fund,2320,"15,624",15000,1.042,1,0,Memorials," April 29, 2016",4,4/29/16,9/25/16,149,173,4,LODI,CA,1100,4,3,4,3
Homegoing Services for Ella Glass ,2321,"2,425",5000,0.485,0,0,Memorials," September 17, 2016",9,9/17/16,9/25/16,8,51,7,SUITLAND,MD,261000,0,2,,2
Funeral Expense for Londyn,2322,"7,935",10000,0.794,0,0,Memorials," September 4, 2016",9,9/4/16,9/25/16,21,139,21,EAST BRIDGEWATER,MA,1100,3,1,3,1
In Memory of Frank Galicia,2323,"12,895",10000,1.29,1,1,Memorials," August 12, 2016",8,8/12/16,9/25/16,44,193,1,SAN FRANCISCO,CA,959000,0,0,,
Debbie Phillips Newbold Memorial ,2324,695,3000,0.232,0,0,Memorials," September 24, 2016",9,9/24/16,9/25/16,1,15,1,CARMICHAEL,CA,65000,0,0,,
Dominick (Nick) P. Zanti Memorial,2325,"1,550",10000,0.155,0,0,Memorials," September 21, 2016",9,9/21/16,9/25/16,4,15,4,DUNDALK,MD,233000,1,1,1,1
Funeral expenses for Shanda  Gains,2326,"2,134",4000,0.534,0,0,Memorials," September 6, 2016",9,9/6/16,9/25/16,19,52,19,COSHOCTON,OH,521000,0,7,,7
Donations to Help Cristi Earnshaw,2327,"8,065",5000,1.613,1,1,Memorials," June 11, 2016",6,6/11/16,9/25/16,106,220,3,PRAIRIE VILLAGE,KS,901000,10,4,10,4
Support for Kayla Santos's Family,2328,"10,005",10000,1.001,1,0,Memorials," May 19, 2016",5,5/19/16,9/25/16,129,158,4,WASHINGTON,DC,891000,4,2,4,2
In Memory of Rachael White,2329,"5,345",6000,0.891,0,0,Memorials," August 10, 2016",8,8/10/16,9/25/16,46,101,1,MONTROSE,CO,760000,0,2,,2
Jason Cottrell Memorial Fund,2330,"12,600",8000,1.575,1,1,Memorials," February 21, 2016",2,2/21/16,9/25/16,217,193,7,Olmsted Township,OH,887000,3,6,3,6
In Loving Memory Of Nate Cortez,2331,"3,040",3000,1.013,1,0,Memorials," September 7, 2016",9,9/7/16,9/25/16,18,40,17,HORTON,KS,907000,4,2,4,2
Sasha Christine Grant ,2332,"1,570",10000,0.157,0,0,Memorials," September 11, 2016",9,9/11/16,9/25/16,14,30,14,NITRO,WV,872000,6,0,6,
In Loving Memory of Tyler Hunter,2333,"6,273",10000,0.627,0,0,Memorials," July 14, 2016",7,7/14/16,9/25/16,73,60,2,CAMERON,WI,866000,0,3,,3
Brian Hein Memorial Fund,2334,"23,206",250000,0.093,0,0,Memorials," August 17, 2016",8,8/17/16,9/25/16,39,204,1,SCOTTSDALE,AZ,726000,1,0,1,
Cale Wegner Funeral Expenses,2335,"11,020",10000,1.102,1,1,Memorials," September 18, 2016",9,9/18/16,9/25/16,7,86,6,Dickinson,TX,528000,2,2,2,2
"Janiah, Jaden and Jada Support Fund",2336,"7,886",10000,0.789,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,57,8,ROCKLIN,CA,462000,0,3,,3
"Funeral cost For Juan ""Titz"" Diaz",2337,"3,852",12000,0.321,0,0,Memorials," August 16, 2016",8,8/16/16,9/25/16,40,96,1,NORTH HOLLYWOOD,CA,589000,2,0,2,
Help JP Help Mumsie One Last Time,2338,"1,565",2000,0.783,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,36,9,ANAHEIM,CA,716000,0,1,,1
A Final Resting Place For Frankie,2339,"1,510",3000,0.503,0,0,Memorials," September 23, 2016",9,9/23/16,9/25/16,2,15,1,FREMONT,CA,16000,0,2,,2
For Mama Carter,2340,"4,385",15000,0.292,0,0,Memorials," September 16, 2016",9,9/16/16,9/25/16,9,49,9,HUGO,MN,84000,0,1,,1
